x1,x2,y
5.4881350392732475,6.778165367962301,92.72990112914674
7.151893663724195,2.7000797319216483,73.80986992360852
6.027633760716439,7.351940221225949,95.47251996061196
5.448831829968968,9.621885451174382,99.11389999953008
4.236547993389047,2.48753143519958,38.12018972034777
6.458941130666561,5.761573344178369,107.2683669691441
4.375872112626925,5.920419312718391,67.6347745678301
8.917730007820797,5.722519057908734,145.12259116651967
9.636627605010293,2.230816326406183,104.42999051699772
3.8344151882577773,9.52749011516985,69.69801943206863
7.917250380826646,4.471253786176273,106.13702926018082
5.288949197529044,8.464086724711278,84.71461517583
5.680445610939323,6.994792753175043,98.02697446369348
9.25596638292661,2.9743695085513364,116.77974214675021
0.7103605819788694,8.137978197024772,12.066979988784565
0.8712929970154071,3.9650574084698462,12.982793869432333
0.2021839744032572,8.811031971111616,1.9150969796841633
8.32619845547938,5.812728726358587,130.47227005408914
7.781567509498505,8.817353618548529,145.6801232155368
8.700121482468191,6.925315900777659,157.19366010940251
9.78618342232764,7.252542798196405,178.4135385704726
7.9915856421672355,5.013243819267022,115.04208312701275
4.6147936225293185,9.56083634723224,80.09560353804798
7.805291762864554,6.439901992296374,129.80063448010634
1.1827442586893322,4.238550485581797,13.08489499402788
6.399210213275238,6.063932141279244,92.1008669645485
1.433532874090464,0.19193198309333526,2.8955386700329075
9.446689170495839,3.0157481667454933,107.87934844587541
5.218483217500717,6.60173537492685,84.2030561056468
4.146619399905235,2.9007760721044407,34.34661924663175
2.64555612104627,6.180154289988415,31.341169242691244
7.742336894342166,4.287687009457661,106.31489841074456
4.5615033221654855,1.3547406422245023,31.818716796013323
5.684339488686485,2.9828232595603077,69.65349535733861
0.18789800436355142,5.6996491070126485,-2.6230104352301513
6.176354970758771,5.908727612481732,95.02313498715948
6.120957227224214,5.743252488495788,91.2218407531446
6.169339968747569,6.5320081985713365,92.40907619126101
9.437480785146242,6.521032700016889,168.05993380930622
6.818202991034834,4.31418435433974,90.00801304913432
3.59507900573786,8.96546595851063,63.2708819292364
4.3703195379934145,3.6756187004789656,54.171953698822904
6.976311959272649,4.358649252656268,104.70847677514598
0.6022547162926983,8.91923355015672,10.70088393829645
6.667667154456677,8.061939890460858,117.6428999699134
6.706378696181594,7.038885835403663,111.432146355726
2.103825610738409,1.0022688731230112,18.888889176070027
1.289262976548533,9.194826137446736,18.783234432355602
3.1542835092418384,7.142412995491114,50.41266064989343
3.637107709426226,9.988470065678666,53.98061122905749
5.701967704178797,1.4944830465799375,48.34165365955845
4.386015134623204,8.681260573682142,70.95390123699335
9.883738380592263,1.6249293467637482,106.44328522946391
1.0204481074802807,6.155595642838442,13.457232400716022
2.088767560948347,1.2381998284944151,18.89459765114322
1.6130951788499626,8.480082293222344,23.631810312190492
6.531083254653984,8.073189587250107,120.53588594251693
2.532916025397821,5.691007386145933,31.762495353453488
4.663107728563062,4.071832972259997,51.790191272060355
2.4442559200160274,0.6916699545513805,12.04545807826021
1.5896958364551972,6.974287731445637,21.93441477425275
1.1037514116430513,4.5354268267806885,16.224946848987795
6.563295894652734,7.22055599470348,122.41101054112895
1.381829513486138,8.663823259286293,17.655915681417607
1.965823616800535,9.755215050028859,22.776689190960056
3.687251706609641,8.55803342392611,58.60727985901198
8.209932298479352,0.11714084185001972,57.68605385712936
0.9710127579306127,3.599780644783639,14.347063010845662
8.379449074988038,7.29990562424058,142.90895131034938
0.9609840789396307,1.7162967726144052,8.683899379357971
9.764594650133958,5.210366062041293,156.3419976168541
4.686512016477016,0.5433798833925363,31.020154457753026
9.767610881903371,1.9999652489640007,106.12165916364481
6.04845519745046,0.18521794460613972,37.28822992413628
7.3926357939830165,7.936977033574206,127.37117833761162
0.39187792254320675,2.239246880603801,3.0763114108750464
2.828069625764096,3.453516806969027,27.748069490208593
1.201965612131689,9.28081293465591,15.86291398508972
2.9614019752214493,7.044144019235327,37.98135616379133
1.1872771895424405,0.31838929531307847,9.34602722877592
3.1798317939397602,1.6469415649791275,32.40323712419499
4.1426299451467,6.214784014997635,50.11948761038211
0.6414749634878436,5.772285886041676,11.364415392754442
6.924721193700199,2.3789282137450862,75.90477408515457
5.666014542065751,9.342139979247937,101.76337649947243
2.653894909394454,6.13965955965896,34.908614894549565
5.232480534666997,5.356328030249583,72.86836929246691
0.9394051075844168,5.89909976354571,11.441354696871656
5.759464955561793,7.301220295167696,94.00582719366908
9.292961975762141,3.1194499547960186,109.48144226338452
3.1856895245132364,3.9822106221609186,42.62918607843352
6.674103799636817,2.0984374897512215,71.57586256871572
1.3179786240439217,1.8619300588033616,7.120449482724692
7.163272041185655,9.443723899839336,133.4181441879139
2.894060929472011,7.395507950492876,45.96283196935436
1.8319136200711683,4.9045880861756705,20.364608224539737
5.865129348100831,2.274146279733232,58.50903829556891
0.20107546187493552,2.5435648177039294,2.940185717225913
8.289400292173632,0.5802916032387562,70.95793901500654
0.046954761925470656,4.344166255581207,6.9484796916566784
